num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,rp_contamination,rp_violations,sliding_rp_violation,amplitude_cutoff,amplitude_median,amplitude_cv_median,amplitude_cv_range,sync_spike_2,sync_spike_4,sync_spike_8,firing_range,drift_ptp,drift_std,drift_mad,isolation_distance,l_ratio,d_prime,silhouette,nn_hit_rate,nn_miss_rate,peak_to_valley,peak_trough_ratio,half_width,repolarization_slope,recovery_slope,num_positive_peaks,num_negative_peaks,velocity_above,velocity_below,exp_decay,spread,cluster_id
57.0,0.007484431,0.32539684,6.0940742,0.0,0.0,0.0,0.0,,,39.84375,,,0.01754386,0.0,0.0,0.0,,,,3.0664993e+16,,3.7064118,0.05506527,0.13157895,0.009112234,0.0002933307,-0.59920657,0.00020333151,353404.47,-38061.94,1.0,1.0,,1325.8287,0.020879697,160.0,33
303.0,0.039785657,0.78571427,7.508429,0.0,0.0,0.0,0.0,,,51.5625,,,0.04950495,0.0,0.0,0.2,,,,156.1412,0.045196705,3.9588382,0.093433075,0.53960395,0.015940594,0.0003999964,-0.32274884,0.00016666517,311276.56,-33968.246,1.0,1.0,,592.2367,0.02451411,120.0,34
109.0,0.0143123325,0.44444445,7.02645,0.0,0.0,0.0,0.0,,,49.21875,,,0.027522936,0.0,0.0,0.2,,,,449.89282,7.975272e-16,3.5868258,0.038202405,0.36697248,0.015722692,0.0004033297,-0.37953782,0.00014999865,355687.97,-33912.312,1.0,1.0,,553.85114,0.018277649,140.0,35
162.0,0.02127154,0.53174603,6.8448215,96.730804,1.0,1.0,1.0,,,42.1875,,,0.055555556,0.0,0.0,0.2,,,,172.33249,0.010901234,4.876619,0.09715242,0.36419752,0.0026256563,0.00033666362,-0.43169096,0.00018666498,324573.4,-33181.758,1.0,1.0,902.7401,1230.9059,0.019040221,140.0,36
119.0,0.015625391,0.36507937,6.2593403,0.0,0.0,0.0,0.0,,,63.28125,,,0.042016808,0.0,0.0,0.2,,,,382.7112,3.3399986e-16,6.38551,0.09385146,0.47268906,0.0028089888,0.00035666346,-0.42092556,0.00017999837,464863.5,-47217.984,1.0,1.0,,616.2692,0.031683248,100.0,37
36973.0,4.854769,1.0,4.5370674,0.03714116,20.0,0.025392907,9.0,0.025,1.8693952e-05,46.875,0.25016075,0.10108777,0.029535066,2.7046764e-05,0.0,6.8,22.341118,6.1571283,5.1088195,186.75272,0.0072365007,5.8825817,0.11670865,0.872,0.009005146,0.0002933307,-0.46812633,0.00014999865,373608.6,-38471.082,1.0,1.0,,1630.7706,0.022812182,100.0,38
96.0,0.012605357,0.46031746,4.0047827,0.0,0.0,0.0,0.0,,,39.84375,,,0.03125,0.0,0.0,0.2,,,,1039.2555,0.0,3.6706994,0.050715845,0.17447917,0.0053140097,0.0003866632,-0.4498568,0.00018666498,270753.75,-37256.516,1.0,1.0,,412.8577,0.018346213,160.0,39
303326.0,39.828465,1.0,5.8221955,0.004276685,155.0,0.0038564873,93.0,0.005,1.1118705e-05,39.84375,0.28018036,0.10603258,0.027788583,2.9671048e-05,0.0,24.76,21.186436,6.1272235,5.6962194,147.43198,0.024315767,5.45129,0.11486108,0.7205,0.008767047,0.00021999802,-0.49996614,0.00012333223,409513.44,-31743.936,1.0,1.0,,461.62994,,140.0,40
496.0,0.06512768,0.35714287,14.636155,0.0,0.0,0.0,0.0,,,100.78125,,,0.030241935,0.0,0.0,0.4,,,,132.7585,0.1691196,3.0916905,0.0039538364,0.44455644,0.09730331,0.00054666173,-0.2568594,0.00034666355,349505.6,-41005.332,1.0,1.0,,,0.07306079,20.0,41
41.0,0.005383538,0.11111111,10.051543,0.0,0.0,0.0,0.0,,,65.625,,,0.024390243,0.0,0.0,0.0,,,,8208954000000000.0,,4.230774,0.07549674,0.103658535,0.0032082922,0.0005233286,-0.26083356,0.00031666382,220987.48,-26576.994,1.0,1.0,,,0.07032396,40.0,42
63.0,0.008272266,0.34126985,3.56516,0.0,0.0,0.0,0.0,,,37.5,,,0.04761905,0.0,0.0,0.0,,,,1546383100000000.0,,4.403835,0.0833441,0.09920635,0.00049701787,0.00054666173,-0.28099293,0.0001999982,135286.55,-10367.844,3.0,1.0,,,0.018184852,140.0,43
106.0,0.013918415,0.46031746,8.042972,0.0,0.0,0.0,0.0,,,53.90625,,,0.028301887,0.0,0.0,0.2,,,,407.71375,5.377355e-13,3.7388644,0.019173816,0.13207547,0.011035866,0.00036333007,-0.4167209,0.00015999856,432712.72,-44351.277,1.0,1.0,,,0.04524728,80.0,44
97437.0,12.794044,1.0,4.236245,0.01898477,71.0,0.018623574,46.0,0.02,8.194233e-05,44.53125,,,0.030542811,5.1315208e-05,0.0,18.8,17.78322,2.8858278,3.5137928,178.4898,0.0031515134,6.3919196,0.11123431,0.7755,0.008654474,0.00025666435,-0.5503956,0.00014999865,391833.34,-42049.266,1.0,1.0,337.6511,,0.04044961,140.0,45
16693.0,2.1918879,0.9285714,2.9839425,0.27330482,30.0,0.027714783,2.0,0.075,7.459707e-05,21.09375,,,0.031570118,0.0002396214,0.0,6.8,,,,176.13841,0.0049623107,6.9329576,0.1323607,0.6535,0.0005744297,0.00021333141,-0.86257625,0.00055666163,283816.7,-25034.016,2.0,2.0,,,0.17667012,20.0,46
3741.0,0.49121502,1.0,2.4519951,25.75774,142.0,1.0,76.0,,0.00039975488,23.4375,0.86614907,0.60511583,0.14060412,0.0072173215,0.0,1.6,,,,75.82248,2.2928953,3.6563573,0.10989106,0.6805,0.0026123675,0.00036666336,-0.6144047,0.00022999792,163194.7,-30476.742,1.0,2.0,,,,160.0,47
503.0,0.06604682,0.4047619,6.4899406,0.0,0.0,0.0,0.0,,0.010341804,44.53125,,,0.041749503,0.0,0.0,0.2,,,,119.35953,0.18310133,7.293691,0.18056217,0.897,9.556575e-05,0.00035999675,-0.29197922,0.00022333133,229165.64,-22029.516,2.0,1.0,,,0.033118185,100.0,48
948.0,0.1244779,0.8730159,9.26569,0.0,0.0,0.0,0.0,,0.0022632694,98.4375,0.14783609,0.08382165,0.033755273,0.0,0.0,0.6,,,,161.4011,0.010941992,6.8567586,0.1488518,0.854,0.001480291,0.00041666292,-0.32744637,0.00012666553,778464.9,-59725.477,1.0,1.0,800.0086,,0.047810327,40.0,49
93.0,0.012211439,0.42063493,1.7792991,293.51407,1.0,1.0,1.0,,,16.40625,,,0.12903225,0.010752688,0.0,0.2,,,,1108.1893,0.0,5.8578677,0.23540592,0.7311828,0.00038251365,0.0012899884,-0.5229444,0.001516653,34595.93,-74817.3,2.0,3.0,,,0.0015823487,160.0,50
98554.0,12.940712,1.0,5.6211977,0.0060113794,23.0,0.006292599,16.0,0.01,5.8393903e-06,58.59375,,,0.026361182,2.0293443e-05,0.0,21.8,24.890285,6.3797297,5.073059,162.90369,0.012255677,5.688426,0.1552937,0.9205,0.0025376417,0.00016999847,-0.62123126,0.0001033324,785974.94,-57531.664,1.0,1.0,,327.99976,0.027292134,80.0,51
40359.0,5.299371,1.0,6.8002057,0.018702311,12.0,0.009395376,4.0,0.02,6.4432454e-05,46.875,0.22258511,0.09572181,0.028469486,2.477762e-05,0.0,7.2,28.358337,4.0793715,5.873041,174.61435,0.0026100462,5.7422595,0.14268853,0.9075,0.0013598626,0.00036333007,-0.35214335,0.00015999856,392035.72,-26601.652,1.0,1.0,511.864,184.36392,0.021182688,140.0,52
5801.0,0.761705,1.0,5.199416,2.5648856,34.0,1.0,19.0,,0.00045855332,51.5625,0.3689735,0.15492515,0.038786415,0.0,0.0,1.8,,,,116.96933,0.21719511,3.9601939,0.1286702,0.5805,0.0067793215,0.0003033306,-0.6437898,0.0001933316,413023.3,-59028.953,1.0,1.0,710.3072,,0.025732484,120.0,53
43349.0,5.691975,1.0,9.428693,0.03512449,26.0,0.052013475,25.0,0.02,8.8067034e-05,65.625,,,0.030381324,2.3068584e-05,0.0,9.8,28.342201,4.7213254,5.1635337,187.62122,0.0063035805,6.4229283,0.12995838,0.9295,0.0047928263,0.00042332953,-0.25551477,0.0001933316,333178.94,-26782.37,1.0,1.0,,,0.03108586,80.0,54
160.0,0.02100893,0.47619048,12.96285,0.0,0.0,0.0,0.0,,,91.40625,,,0.075,0.0,0.0,0.2,,,,346.188,1.8333945e-14,5.9163284,0.1891973,0.8859375,0.0006231454,0.0003033306,-0.44060317,0.0001933316,510876.78,-33833.85,1.0,1.0,,,0.029640112,80.0,55
66.0,0.008666183,0.34920636,5.687175,0.0,0.0,0.0,0.0,,,39.84375,,,0.07575758,0.0,0.0,0.0,,,,550026730000000.0,,2.6851993,0.053117044,0.18181819,0.0019661933,0.00055999495,-0.339665,0.00018333168,180520.5,-19365.33,2.0,1.0,,39.997883,0.024378216,120.0,56
138.0,0.018120201,0.515873,6.41254,0.0,0.0,0.0,0.0,,,89.0625,,,0.33333334,0.0,0.0,0.2,,,,181.02335,0.008351151,3.5768719,0.078209735,0.20289855,0.0065491325,0.00036333007,-0.32441884,0.00015666525,483802.12,-33327.297,1.0,1.0,,110.871925,0.022528991,100.0,57
8589.0,1.1277856,1.0,7.2952814,0.24088384,7.0,0.23380645,4.0,0.32,0.00056495564,51.5625,0.26283303,0.20567921,0.041914076,0.00023285598,0.0,3.0,,,,130.85265,0.13219863,4.221377,0.11413581,0.657,0.0025355597,0.0003099972,-0.28455332,0.00015666525,355815.16,-22475.236,2.0,1.0,-564.52234,,,120.0,58
186.0,0.024422878,0.52380955,8.020143,0.0,0.0,0.0,0.0,,,86.71875,,,0.19892474,0.0,0.0,0.2,,,,198.65857,0.0064556473,7.7032843,0.2527804,0.9260753,0.0015478033,0.00046666246,-0.41418245,0.00018666498,718414.9,-63163.75,1.0,1.0,,,0.029886708,100.0,59
220.0,0.028887277,0.7063492,5.4286203,0.0,0.0,0.0,0.0,,,52.734375,,,0.04090909,0.0,0.0,0.2,,,,138.94891,0.05172118,3.8273757,0.0267359,0.42386365,0.0048117153,0.00040666302,-0.45081598,0.0001966649,347515.03,-46703.91,1.0,1.0,,,0.023705197,120.0,60
12511.0,1.642767,1.0,6.3973103,0.9568917,59.0,1.0,32.0,,0.000123838,65.625,0.2426366,0.21733549,0.048277516,0.00023978899,0.0,4.6,,,,126.605965,0.15757136,3.5109892,0.1105882,0.647,0.0063039726,0.00024999774,-0.46180102,0.00015333196,630765.44,-54646.46,1.0,1.0,,476.0525,0.02576834,120.0,61
52795.0,6.93229,1.0,8.204493,0.061932433,68.0,0.07081589,50.0,0.06,3.096105e-05,86.71875,,,0.030097548,7.576475e-05,0.0,17.38,25.439453,4.3789635,7.4857016,138.50372,0.053014748,6.607757,0.17458577,0.86421317,0.0019779305,0.00017666508,-0.54052573,0.0001033324,1113760.0,-67946.63,1.0,1.0,,706.47845,0.03131465,80.0,62
48596.0,6.3809366,1.0,9.852496,0.0,0.0,0.0,0.0,0.005,4.249836e-05,86.71875,0.1279175,0.08631356,0.06576673,2.0577825e-05,0.0,11.0,26.469725,8.837236,7.9821405,172.68402,0.1597968,3.3443503,0.11247657,0.7585,0.017184801,0.0004866623,-0.3514189,0.00013333213,363169.84,-66554.7,1.0,1.0,,,0.026572151,100.0,63
314.0,0.041230023,0.76984125,8.211304,51.495056,2.0,1.0,1.0,,,77.34375,,,0.07324841,0.0031847134,0.0,0.2,,,,67.44604,5.1294866,3.7856815,0.009428167,0.18209876,0.005970073,0.0001933316,-0.45377743,0.00012333223,992086.06,-62616.88,1.0,1.0,,-684.2968,0.02120321,140.0,64
193.0,0.02534202,0.6269841,8.277934,545.218,8.0,1.0,6.0,,,82.03125,,,0.13471502,0.0,0.0,0.2,,,,60.347603,7.7854853,3.5299292,0.08136559,0.25167784,0.0032737793,0.00018666498,-0.689769,0.000116665615,1082242.9,-93730.266,1.0,1.0,5118.292,,0.010116151,160.0,65
40385.0,5.302785,1.0,6.4283366,0.121408544,78.0,0.12983868,52.0,0.125,1.4333467e-05,65.625,,,0.032858733,4.9523336e-05,0.0,16.8,29.0885,6.3448877,8.062216,122.99278,0.14124472,5.315806,0.16343324,0.7705047,0.004363317,0.00022999792,-0.522974,0.00016333186,660995.44,-51552.168,1.0,1.0,590.7917,,0.0285593,80.0,66
9433.0,1.2386076,1.0,6.716119,4.3650236,153.0,1.0,112.0,,0.00020804758,70.3125,0.25247687,0.18899195,0.04155624,0.00010601081,0.0,2.8,,,,80.40783,2.2918613,3.3045459,0.091506846,0.39984226,0.010947021,0.0002099981,-0.48604837,0.00013333213,759149.3,-52057.312,1.0,1.0,2321.2769,1437.8816,0.016603885,160.0,67
28.0,0.0036765626,0.11904762,7.033964,0.0,0.0,0.0,0.0,,,75.0,,,0.071428575,0.0,0.0,0.0,,,,200149640000000.0,,3.889345,0.102894776,0.023809524,0.00012526305,0.0002833308,-0.4059949,0.00018999829,438011.22,-48631.82,1.0,1.0,355.46786,,0.020704005,140.0,68
158.0,0.020746317,0.6507937,7.5602612,101.69056,1.0,1.0,1.0,,,79.6875,,,0.06962025,0.0,0.0,0.2,,,,92.95578,1.1960932,3.377436,0.016952405,0.0475,0.0021464645,0.00018666498,-0.37795314,0.000116665615,843715.06,-50337.11,2.0,1.0,-677.0174,,,120.0,69
1437.0,0.18868645,1.0,6.386069,36.88099,30.0,1.0,20.0,,0.001436527,60.9375,0.40272266,0.22907126,0.07794015,0.0,0.0,0.6,,,,46.338543,7.6025243,2.6668046,0.05840827,0.31459948,0.013315302,0.00024333115,-0.4960349,0.00015999856,621121.5,-52497.73,1.0,1.0,,,0.01037283,160.0,70
2250.0,0.29543805,0.22222222,23.014488,0.0,0.0,0.0,0.0,0.24,0.00046423497,241.40625,,,0.019111112,0.0,0.0,1.4,,,,289.0845,0.0045874976,11.206819,0.14101672,0.80259144,0.001344086,0.00032999704,-0.40466917,0.00015333196,1699189.9,-160061.78,1.0,1.0,,,0.042358812,60.0,71
4553.0,0.5978353,0.78571427,7.095632,0.12246148,1.0,0.20463076,1.0,0.27,0.00020026913,72.65625,,,0.032945313,0.0,0.0,2.0,,,,143.27689,0.057613395,4.4411435,0.109515995,0.79912025,0.006600062,0.0003966631,-0.16207173,0.0001966649,325792.9,-19620.316,1.0,1.0,-490.2417,,0.04951359,60.0,72
59783.0,7.849855,1.0,10.209526,0.046169244,65.0,0.03690647,34.0,0.04,7.7202596e-05,105.46875,,,0.028436178,0.00010036298,0.0,22.98,19.65033,4.0852013,7.095507,121.72039,0.37143242,4.5244603,0.009209418,0.47360703,0.012941298,0.00013999874,-0.5770914,8.666589e-05,1705879.4,-89243.27,1.0,0.0,,636.4685,0.035624627,60.0,73
505.0,0.06630943,0.64285713,7.524945,0.0,0.0,0.0,0.0,,0.0039074444,103.125,,,0.051485147,0.0,0.0,0.4,,,,100.74165,0.65778834,2.8434286,0.037096996,0.36888587,0.019180855,0.00025333106,-0.4758138,0.00014999865,902459.75,-84897.945,1.0,1.0,640.32007,,0.038081296,80.0,74
